,,,Zero shot,,,,,,,,,,,,,,,,,,
,,,,,faithfulness,answer_relevancy,context_precision,context_recall,context_entity_recall,context_relevancy,answer_similarity,answer_correctness,,,,,,,,,
,,,RAG,F,0.5991930457877302,0.8396661957919324,0.9082278480104485,0.6208710066305004,0.279410787822099,0.46530955858487494,0.8220176680073911,0.41427568434908324,,,,,,,,,
,,,,O,0.49373809523809514,0.8884793117143874,0.8899999999109987,0.5683333333333332,0.03274603160143926,0.2821006493506491,0.9048294716708473,0.49293001135650066,,,,,,,,,
,,,,C,0.3936558441558438,0.8565942884042783,0.9099999999089987,0.63,0.09020238073581152,0.2697105394605393,0.9067453398143158,0.484039333421877,,,,,,,,,
,,,,I,0.36828571428571416,0.888408369335139,0.9099999999089987,0.49333333333333323,0.02742857136314171,0.35395682095682085,0.8567091643208958,0.4467024894650928,,,,,,,,,
,,,Keyword,F,0.3105560828982755,0.8205746813231184,0.7689873416952571,0.41025718304199316,0.16505316408762805,0.45893255829964663,0.7885560012146093,0.37565865051254355,,,,,,,,,
,,,,O,0.23852677993302973,0.8298057967406011,0.8199999999179988,0.5483333333333333,0.03427380936935979,0.37061688311688296,0.8568434069685074,0.478038389657909,,,,,,,,,
,,,,C,0.24395604395604376,0.8619595529663738,0.719999999927999,0.5483333333333333,0.05634523798783965,0.3107965367965366,0.8760021923107237,0.43849709593780956,,,,,,,,,
,,,,I,0.26954976310239454,0.9110045594743721,0.7899999999209989,0.3299999999999998,0.012928571399780608,0.5005526695526696,0.8417822870360484,0.40874113932876505,,,,,,,,,
,,,Hybrid,F,0.6472610176708536,0.8661415983206465,0.9303797467424109,0.6760573638738197,0.2680789274476182,0.2901138705972736,0.8256777275865343,0.4072294458993364,,,,,,,,,
,,,,O,0.4805079365079363,0.8663439349601194,0.8999999999099987,0.5883333333333334,0.04186904745647371,0.1500985413365443,0.8971873713227341,0.5015090833892382,,,,,,,,,
,,,,C,0.3548941798941799,0.8255532881551784,0.8999999999099987,0.6116666666666666,0.08820634900986196,0.16766641887972475,0.9020118972691493,0.5206812135886444,,,,,,,,,
,,,,I,0.4916865079365077,0.8845467634854487,0.9599999999039985,0.4799999999999996,0.03176190469141947,0.23649875429867673,0.8524445547145373,0.4638535692419106,,,,,,,,,
,,,KG,F,0.9640609302792847,0.9361774366146893,0.7151898733462058,0.44286091018685964,0.1458544294593287,0.9752109704641349,0.8225429803838412,0.3956913124716782,,,,,,,,,
,,,,O,0.9503412698412697,0.9172495235723163,0.9899999999009985,0.6370714285714285,0.30204761791618023,0.9949047619047618,0.921475443670839,0.5903211575084107,,,,,,,,,
,,,,C,0.9673438644688644,0.9444719348556728,0.9999999998999985,0.8009166666666667,0.4132936497774644,0.656392857142857,0.9320610002739445,0.6101127758537565,,,,,,,,,
,,,,I,97.13879755302167,96.80076048082444,99.99999998999985,63.416666666666615,7.3333333159444445,49.635206833294696,88.95674584018975,48.879536537806125,,,,,,,,,
,,,GPT 4o,F,NA,0.6204908955465948,NA,NA,NA,NA,0.8933657350458948,0.5824607954270958,,,,,,,,,
,,,,O,NA,0.8089562986530591,NA,NA,NA,NA,0.9471578075940787,0.6482878772730352,,,,,,,,,
,,,,C,NA,0.9141888181543841,NA,NA,NA,NA,0.9752969840718531,0.6402258271958021,,,,,,,,,
,,,,I,NA,0.8667770861239008,NA,NA,NA,NA,0.9164962205977684,0.5528415004286285,,,,,,,,,
,,,GPT 4,F,NA,0.53079000563001,NA,NA,NA,NA,0.8672474443281853,0.5771529345822232,,,,,,,,,
,,,,O,NA,0.7649714354817302,NA,NA,NA,NA,0.9224868729535771,0.5450025605977991,,,,,,,,,
,,,,C,NA,0.9205597712446145,NA,NA,NA,NA,0.962475728178807,0.5663087079621676,,,,,,,,,
,,,,I,NA,0.8682473979837174,NA,NA,NA,NA,0.9040563680356365,0.5074748605269711,,,,,,,,,
,,,Few shot,,,,,,,,,,,,,,,,,,
,,,,,faithfulness,answer_relevancy,context_precision,context_recall,context_entity_recall,context_relevancy,answer_similarity,answer_correctness,,,,,,,,,
,,,RAG,F,0.5883593630378194,0.9072687425574555,0.8987341771253219,0.6077380952380953,0.28447149976058983,0.4526331439306121,0.8320999279099217,0.4203046719975478,,,,,,,,,
,,,,O,0.3688311688311686,0.9223061921202813,0.8899999999109987,0.5916666666666667,0.030980158591183624,0.2793347763347761,0.9039256171854003,0.512677491437838,,,,,,,,,
,,,,C,0.34553679653679625,0.9050231607035484,0.9099999999089987,0.6033333333333333,0.08869047598555174,0.2731549839049837,0.909932327196028,0.5696188982298236,,,,,,,,,
,,,,I,0.27645238095238084,0.9002036491206549,0.9199999999079986,0.4866666666666665,0.03076190469091948,0.34055602730602713,0.8632854473550803,0.48262657987887936,,,,,,,,,
,,,Keyword,F,0.23180732051699798,0.6539419606108405,0.7753164556186749,0.42328990228013025,0.057366494754166435,0.5526551405583665,0.7892587183732597,0.5376496123781362,,,,,,,,,
,,,,O,0.0975844277673546,0.7306856990395107,0.8199999999179988,0.5353535353535354,0.01236559136908602,0.5047653958944283,0.8426502811886282,0.4772470256984717,,,,,,,,,
,,,,C,0.15057471264367817,0.8111442970420455,0.7299999999269989,0.5707070707070707,0.019999999940000002,0.38721590909090914,0.8536213535771416,0.514969799640862,,,,,,,,,
,,,,I,0.13453947368421051,0.8688510455336204,0.769999999922999,0.2962962962962963,0.011734693850255102,0.600194512694513,0.835036015172663,0.44768780030023425,,,,,,,,,
,,,Hybrid,F,0.6583410386808443,0.8938028795433561,0.9367088606658287,0.6778330319469561,0.26263184927992844,0.2899324615062406,0.8306550648127827,0.4038633945067503,,,,,,,,,
,,,,O,0.3708571428571428,0.919383990289659,0.9199999999079986,0.5775,0.037742063341491994,0.14247678808979106,0.8967970441243169,0.5056507621053736,,,,,,,,,
,,,,C,0.3748730158730156,0.9053728572911978,0.9199999999079986,0.6166666666666666,0.09169047599065491,0.16656115572183006,0.9102147190341373,0.5299194132016498,,,,,,,,,
,,,,I,0.4216785714285712,0.8982534643676351,0.9599999999039985,0.490833333333333,0.036761904678919474,0.23190550033042281,0.8606757424108199,0.44431051394108223,,,,,,,,,
